0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.358400388614532858e+03,4.684126131292856030e+02,-1.032388637563983025e+00
6.199582274216838869e+02,2.267059582560561921e+03,-7.463104855143165572e-02
4.417018146729682826e+02,1.061122931310223748e+03,-1.074414605030347136e+00
-1.999317398381540897e+03,-4.969755840411790473e+02,-1.446656915924576126e+00
-2.392576573371535233e+03,-1.872619200793602431e+03,-2.062923531967197910e+00
-6.732707909530569168e+01,-3.847655490917251200e+02,8.305483362403189851e-01
-1.041556361027802723e+03,3.916406412429228112e+02,8.809853235653793968e-01
-8.438380123187445179e+02,1.636188360163767470e+02,1.921313892231657050e+00
1.769423426493790430e+01,1.890413395613451939e+03,2.085504887925766049e+00
-2.433622266587353806e+03,1.892247495035427846e+03,1.606112935130908248e+00
-4.690526973606290085e+03,-1.047329513891933857e+03,-1.031668256261139671e+00
-3.811412151553886360e+03,5.955247377988602011e+02,1.094011455627002416e+00
-5.113146337716177186e+03,6.828998625914166496e+02,8.103147912360200156e-01
-3.092017385218138315e+03,2.261076717792324757e+02,1.380716482644541721e+00
-6.376594942535867631e+03,-2.186739705077913186e+03,-1.336708170309711008e+00
-8.873756403004686945e+03,-3.658874575938599264e+03,-3.331458659782864373e+00
-1.146171332733333475e+04,-5.435691987143697588e+03,-5.627580913252590911e+00
-1.346902956332471877e+04,-5.728934003268468587e+03,-6.525729699083526292e+00
-1.422933290575983483e+04,-8.508518937533477583e+03,-9.626916306105732346e+00
-1.349058284819579239e+04,-7.779432024893871130e+03,-8.761464337848300588e+00
-1.617066436337122650e+04,-9.713491952850068628e+03,-9.854509845240190913e+00
-1.230941880289412802e+04,-7.389744080758535347e+03,-6.054757064400460465e+00
-1.222243878487911934e+04,-5.844830499180541665e+03,-2.706469004916565613e+00
-1.194670352746018398e+04,-3.587833325919450544e+03,-1.729021400458760294e+00
-9.346007153611823014e+03,-2.072094518914183482e+03,-4.132414768659948834e-01
-8.076760856200667149e+03,-4.061086806371939929e+03,-1.720260696221789454e+00
-4.413981991400946754e+03,-2.098962902680056686e+03,-5.097882511851019594e-01
-4.761945408527997643e+03,-1.420232827420732747e+03,4.773641588948751568e-01
-5.820915920865346379e+03,-5.327665192071851834e+02,1.038666320565974743e+00
-6.145314508308364566e+03,2.549088777970295723e+03,3.218174414624895618e+00
-5.731930931851740752e+03,-6.268269262297239948e+02,7.231694179299292813e-01
-4.582252612733853312e+03,1.820908574769148800e+03,3.424310802875114135e+00
-1.587010550027418731e+03,3.207586692885058710e+03,5.739985674336388399e+00
1.422452984981837290e+03,3.716030838030525956e+03,6.853826214318706533e+00
1.389086777939588501e+03,2.400490912624532939e+03,6.633686167616247076e+00
4.985170027036412648e+03,1.161343164405784364e+03,7.778893639944183924e+00
7.514761727114629139e+03,2.086020964786659533e+03,6.565235503162146991e+00
7.288700543971905972e+03,2.286337950229036551e+02,4.974938471466817447e+00
5.071791915704104213e+03,-1.646157306073842392e+03,4.698389788030536529e+00
7.055407684710972717e+03,-3.046183728578557748e+03,3.994590813368141813e+00
3.623873887222096073e+03,-4.286841961572587024e+03,2.815555348663977497e+00
3.790011133758792312e+03,-2.234646823970141668e+03,5.495937545971120386e+00
-4.269458451614400474e+01,-3.790707574876659237e+03,4.467592643491557602e+00
-3.410609882871190166e+03,-5.206289777028957360e+03,3.524295133104279110e+00
-4.437799830958369057e+03,-5.864101867121763462e+03,2.838370619453957744e+00
-8.575320767837820313e+02,-4.007750812615986433e+03,3.466563392257208776e+00
-2.556520975765000458e+03,-5.593673665372900359e+03,4.487567479423006489e+00
-3.433641124086089349e+03,-9.108819947009669704e+03,3.855536032120870260e+00
-3.599937911231651924e+03,-1.308806453990060618e+04,-1.457352281025437790e+00
-6.231941926534434060e+03,-1.566449845616566563e+04,-8.520216273314182853e-01
-5.268968403445293006e+03,-1.452341525387926413e+04,-4.128746621345713019e-01
-3.181300055612323831e+03,-1.369416154646134601e+04,6.944210387862843614e-01
-1.426987829570668055e+03,-1.137239784785545635e+04,2.344794372181095987e+00
-4.017176424854486413e+03,-1.325901968670729730e+04,-5.921462409273821059e-01
-2.532515109447465875e+03,-1.169464493846822734e+04,2.432572587702423128e+00
-3.325268402072999834e+03,-1.316157086748268557e+04,-7.288176721936179270e-01
-4.040583919165042516e+03,-1.363445145821458755e+04,-7.394868769556530719e-01
-2.869920477475507141e+03,-1.313774676604096749e+04,-9.585722153688229774e-01
-2.868433604802659829e+03,-1.468006309681897255e+04,-7.205336729584863598e-01
-5.153202717435578961e+03,-1.589831900270987353e+04,-3.411675365494482026e+00
-6.504778755270710462e+03,-1.615226158836782088e+04,-3.307633092294263832e+00
-4.390567984870725923e+03,-1.655694329111857587e+04,-3.878797147166790360e+00
-4.312559438866859637e+03,-1.967395974562036281e+04,-6.804144684291951961e+00
-3.925905831642658086e+03,-1.926178540136825177e+04,-5.765210667420682000e+00
-4.491591931126176860e+02,-1.795055570617949343e+04,-3.610090179396966192e+00
-1.749074206292624012e+03,-2.001423980287671293e+04,-5.948595447289156013e+00
-2.174135826143910435e+03,-1.898733659471192368e+04,-5.625639799180413902e+00
-3.578767325497246020e+03,-1.903938027399486600e+04,-7.697188967126162851e+00
-5.542354655377486779e+03,-2.273874984992385725e+04,-1.023870587696573153e+01
-3.410121722146693628e+03,-2.234706361030817061e+04,-1.018861915918316186e+01
-1.291361665181532544e+03,-2.228991428992703732e+04,-9.255887262836509422e+00
-2.141539128000831624e+03,-2.521657115414551663e+04,-1.189470674284066831e+01
1.014194692141895757e+02,-2.540532765226500851e+04,-1.241464958927122098e+01
7.022694917958397127e+02,-2.987786899977737630e+04,-1.599239316243157560e+01
1.772599772080805451e+03,-3.118495292253813750e+04,-1.865823874684937067e+01
3.702092905288564907e+03,-3.096520990822455133e+04,-1.844990453859572455e+01
5.203497137403252054e+03,-3.005009093103995474e+04,-1.780475015401786365e+01
6.319818703092083524e+03,-2.930506355144725967e+04,-1.750870000685207373e+01
8.971572310524803470e+03,-2.827786746980326279e+04,-1.563983324713029965e+01
1.010704076217192596e+04,-2.782705756104688044e+04,-1.539498818359111709e+01
1.250928052912831117e+04,-2.524586030189863595e+04,-1.265905721648491777e+01
1.444522002520481874e+04,-2.446200071011501132e+04,-1.112615252078628636e+01
1.531803886466709992e+04,-2.497636698896990129e+04,-1.073977051128555793e+01
1.817966926573788805e+04,-2.171257200419833680e+04,-7.761872619139169593e+00
1.971623332739519901e+04,-2.220393849203014906e+04,-8.489801614211204495e+00
1.977096523551220162e+04,-2.521694989547651494e+04,-9.878270475812934492e+00
1.895823296980562736e+04,-2.550118709427559224e+04,-9.429399316245298479e+00
1.999013231970711058e+04,-2.758082597288649049e+04,-1.137560064204906318e+01
2.196403854862564549e+04,-2.536493292427757115e+04,-7.982159865542806543e+00
1.885471046178869801e+04,-2.579005018648815894e+04,-1.019291371761903520e+01
1.985320883460856567e+04,-2.597631774205853435e+04,-8.017401186407438374e+00
2.076279471434004881e+04,-2.541071470354085250e+04,-7.003632929037609145e+00
2.296269042784930571e+04,-2.360669707395859587e+04,-6.275429719638540682e+00
2.125928074642539286e+04,-2.569951788512428902e+04,-8.838442763546819236e+00
1.926311665064211047e+04,-2.755105334356573803e+04,-1.027018488484373648e+01
2.080046753333243396e+04,-2.388496032718526840e+04,-7.015425347592875838e+00
2.383317900144258601e+04,-2.285404187060335244e+04,-6.394614722629251347e+00
2.551581534159424700e+04,-2.222592151241121974e+04,-5.740482282768427424e+00
2.738951693816981788e+04,-1.981074071811925023e+04,-3.900706593407873068e+00
2.398590880720485802e+04,-2.330920375809554389e+04,-6.798279971323134774e+00
2.260885395792135023e+04,-2.389606234223624779e+04,-7.406282327166544555e+00
2.350911351271531748e+04,-2.324478924942597951e+04,-6.816353150336032840e+00
2.579626941026449640e+04,-2.329042411908351278e+04,-5.969412660567797069e+00
2.498281950905721897e+04,-2.387651793575586635e+04,-6.504027675935683206e+00
2.429472344978098045e+04,-2.491057294803508557e+04,-8.602351263712376905e+00
2.206192597204124831e+04,-2.714986581507336086e+04,-1.059567924772866299e+01
2.277737981989533000e+04,-2.543877939990054801e+04,-9.250050667453017184e+00
2.051269151013806186e+04,-2.480168579950250205e+04,-9.327991345053790795e+00
2.121594876859955912e+04,-2.424511284033286211e+04,-8.098347254597330291e+00
2.063957935409084166e+04,-2.347421534236022126e+04,-8.285705327571736944e+00
1.883813696650492057e+04,-2.397504720778212504e+04,-8.175151826518085585e+00
2.055306744001715197e+04,-2.527489769891025207e+04,-7.117808643125007606e+00
1.879994431678186447e+04,-2.576430127679082580e+04,-9.107280684512142344e+00
1.529916030340814177e+04,-2.764458825751917539e+04,-1.074851877484298512e+01
1.475800293605022125e+04,-2.821254841389259673e+04,-1.101284303427872580e+01
1.513101910907281672e+04,-2.939924098946822414e+04,-1.224082388934477628e+01
1.348130065987049602e+04,-3.005225701867460157e+04,-1.274848190919360036e+01
1.224835401865374661e+04,-3.139267031735187629e+04,-1.426251783793357220e+01
1.200441798999147068e+04,-3.365902632483649359e+04,-1.576264608543682932e+01
1.303324492400708004e+04,-3.375409043290773116e+04,-1.466275015241376778e+01
1.232726275989544047e+04,-3.543193286862780224e+04,-1.558848272612334895e+01
1.544060344539678044e+04,-3.423360341840192268e+04,-1.536459969119343860e+01
1.395699547746440658e+04,-3.500255727987454156e+04,-1.584768543913729744e+01
1.093424560606426166e+04,-3.598609636503619549e+04,-1.662358229980733526e+01
9.840743354751455627e+03,-3.752025930677822907e+04,-1.735323644600141435e+01
7.167249830332813872e+03,-3.837062007768464537e+04,-1.818857792244286742e+01
5.992026805500113369e+03,-4.060881172081456316e+04,-2.021272133509191704e+01
7.742486821571291330e+03,-4.009073582825007179e+04,-1.909414300651613772e+01
6.330700421727224239e+03,-4.307180446291780390e+04,-2.200585807169832009e+01
4.701459603360700385e+03,-4.450647539315015456e+04,-2.251903687767660145e+01
5.061837762558289796e+03,-4.315651219309592852e+04,-2.150641978644637575e+01
6.242616297310833943e+03,-4.320214126838107040e+04,-2.103478326368694340e+01
6.155558198494519274e+03,-4.461989835068178945e+04,-2.216891967870914470e+01
5.783158824024043497e+03,-4.756055258792105451e+04,-2.494544540344997685e+01
5.219476639767033703e+03,-4.802523403206170042e+04,-2.496447869926442920e+01
5.657881033241603291e+03,-4.667753898348977964e+04,-2.502029040901337353e+01
9.349402375814139305e+03,-4.387330266367182776e+04,-2.055672270743830410e+01
7.988942201670492068e+03,-4.662999265383862075e+04,-2.270840831798632209e+01
1.071401722317020722e+04,-4.382501604569130723e+04,-1.961688810007144923e+01
7.647007010952980636e+03,-4.628080553544718714e+04,-2.254616630640036234e+01
7.608682787493057731e+03,-4.830550466180428339e+04,-2.472081249185228202e+01
1.037227993616736421e+04,-4.487372614897209860e+04,-2.097884653043020364e+01
1.149549954569320289e+04,-4.502180394643206819e+04,-2.083459643318440513e+01
1.230341908830703687e+04,-4.769403155435268854e+04,-2.371718147275266730e+01
1.150872349935261809e+04,-4.736719917393200740e+04,-2.324819669560239177e+01
1.044228300612590829e+04,-4.908461795314626943e+04,-2.537305964408769299e+01
1.060851808949226506e+04,-4.874778978360602923e+04,-2.416181105943958229e+01
1.322792621116702685e+04,-4.635323788095017517e+04,-2.245315781276581291e+01
1.334256786892405216e+04,-4.599587720010828343e+04,-2.333323133289468743e+01
1.420657360686295033e+04,-4.395412632688187296e+04,-2.178905848678657975e+01
1.601139502320943575e+04,-4.292353373305819696e+04,-2.014855744149811301e+01
1.640003876838472206e+04,-4.348867349345114053e+04,-1.934002763419817938e+01
1.544393776022947350e+04,-4.380521862359649822e+04,-1.951196812672451486e+01
1.654397489011426660e+04,-4.352936220684907312e+04,-1.859237778469850610e+01
1.572355114704837979e+04,-4.299813007983486750e+04,-2.027170009219324243e+01
1.353921640826036310e+04,-4.599365245882896124e+04,-2.361037026712703835e+01
1.254210761383488352e+04,-4.664332853911345592e+04,-2.329101390004122152e+01
1.507637473699481779e+04,-4.481969131970536546e+04,-2.034034451573179680e+01
1.726835379490364721e+04,-4.354828588145758840e+04,-1.890042474022199670e+01
1.992182328586894073e+04,-3.961035151302722079e+04,-1.662052995267476163e+01
2.305886442266099402e+04,-3.761784453435907926e+04,-1.450375970514904900e+01
2.107452257614982227e+04,-4.006128304753165139e+04,-1.643323284182129029e+01
1.775932162370152219e+04,-4.181258967640478659e+04,-1.894575697027802264e+01
2.049544306454506295e+04,-3.997035762230242108e+04,-1.834651057994395984e+01
2.436844022735790713e+04,-3.731246468202601682e+04,-1.692814906451969748e+01
2.392179556486489673e+04,-3.876054839070355229e+04,-1.842058952040953912e+01
2.311661951247342950e+04,-3.995048790029159863e+04,-1.942793006430084901e+01
